id,title,author,text,label
7498,Government Plans to Confiscate Guns,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7499,Scientists Map Human Genome Progress,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
7500,Mayor Announces Infrastructure Plan,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7501,Celeb Scandals Hidden from You,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7502,Celeb Scandals Hidden from You,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7503,Stock Market Sees Moderate Growth,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7504,Mayor Announces Infrastructure Plan,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7505,Celeb Scandals Hidden from You,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
7506,You Won’t Believe What Politician Said,Patricia Brown,This unbelievable event will change everything you know about the government...,1
7507,Stock Market Sees Moderate Growth,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7508,Celeb Scandals Hidden from You,John Smith,This unbelievable event will change everything you know about the government...,1
7509,Local Community Center Opens New Wing,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7510,Government Plans to Confiscate Guns,Sam Lee,This unbelievable event will change everything you know about the government...,1
7511,Government Plans to Confiscate Guns,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7512,Scientists Map Human Genome Progress,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7513,New Study Reveals Benefits of Exercise,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7514,New Study Reveals Benefits of Exercise,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
7515,You Won’t Believe What Politician Said,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7516,Miracle Cure for Diabetes Discovered,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
7517,Shocking Health Secret Exposed,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7518,Local Community Center Opens New Wing,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7519,Local Community Center Opens New Wing,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7520,Miracle Cure for Diabetes Discovered,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7521,Local Community Center Opens New Wing,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7522,Celeb Scandals Hidden from You,Unknown,This unbelievable event will change everything you know about the government...,1
7523,Scientists Map Human Genome Progress,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
7524,Stock Market Sees Moderate Growth,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7525,Government Plans to Confiscate Guns,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
7526,Scientists Map Human Genome Progress,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7527,New Study Reveals Benefits of Exercise,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7528,Government Plans to Confiscate Guns,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7529,Shocking Health Secret Exposed,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
7530,Shocking Health Secret Exposed,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
7531,Shocking Health Secret Exposed,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7532,Scientists Map Human Genome Progress,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7533,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7534,Mayor Announces Infrastructure Plan,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7535,New Study Reveals Benefits of Exercise,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7536,Stock Market Sees Moderate Growth,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7537,Mayor Announces Infrastructure Plan,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
7538,New Study Reveals Benefits of Exercise,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
7539,Government Plans to Confiscate Guns,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7540,Celeb Scandals Hidden from You,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7541,Scientists Map Human Genome Progress,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
7542,Government Plans to Confiscate Guns,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7543,Government Plans to Confiscate Guns,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
7544,You Won’t Believe What Politician Said,Sam Lee,This unbelievable event will change everything you know about the government...,1
7545,You Won’t Believe What Politician Said,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7546,Miracle Cure for Diabetes Discovered,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
7547,Celeb Scandals Hidden from You,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7548,Government Plans to Confiscate Guns,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
7549,Government Plans to Confiscate Guns,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7550,Celeb Scandals Hidden from You,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7551,Celeb Scandals Hidden from You,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7552,New Study Reveals Benefits of Exercise,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
7553,Scientists Map Human Genome Progress,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
7554,Shocking Health Secret Exposed,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
7555,Government Plans to Confiscate Guns,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
7556,Government Plans to Confiscate Guns,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7557,Government Plans to Confiscate Guns,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
7558,You Won’t Believe What Politician Said,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7559,Celeb Scandals Hidden from You,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7560,Stock Market Sees Moderate Growth,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
7561,Mayor Announces Infrastructure Plan,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
7562,Government Plans to Confiscate Guns,John Smith,This unbelievable event will change everything you know about the government...,1
7563,Shocking Health Secret Exposed,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7564,Celeb Scandals Hidden from You,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
7565,You Won’t Believe What Politician Said,Sam Lee,This unbelievable event will change everything you know about the government...,1
7566,Stock Market Sees Moderate Growth,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
7567,Shocking Health Secret Exposed,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7568,You Won’t Believe What Politician Said,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7569,You Won’t Believe What Politician Said,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7570,Local Community Center Opens New Wing,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
7571,Local Community Center Opens New Wing,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7572,Government Plans to Confiscate Guns,Alex Johnson,This unbelievable event will change everything you know about the government...,1
7573,Local Community Center Opens New Wing,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
7574,Local Community Center Opens New Wing,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7575,You Won’t Believe What Politician Said,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7576,Scientists Map Human Genome Progress,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7577,You Won’t Believe What Politician Said,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7578,Mayor Announces Infrastructure Plan,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7579,Government Plans to Confiscate Guns,John Smith,This unbelievable event will change everything you know about the government...,1
7580,You Won’t Believe What Politician Said,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
7581,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
7582,Shocking Health Secret Exposed,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
7583,New Study Reveals Benefits of Exercise,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
7584,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7585,Government Plans to Confiscate Guns,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
7586,Local Community Center Opens New Wing,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7587,Local Community Center Opens New Wing,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7588,New Study Reveals Benefits of Exercise,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7589,Mayor Announces Infrastructure Plan,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
7590,New Study Reveals Benefits of Exercise,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7591,Scientists Map Human Genome Progress,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7592,Celeb Scandals Hidden from You,John Smith,This unbelievable event will change everything you know about the government...,1
7593,Scientists Map Human Genome Progress,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7594,Stock Market Sees Moderate Growth,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7595,Scientists Map Human Genome Progress,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7596,Miracle Cure for Diabetes Discovered,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7597,Stock Market Sees Moderate Growth,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
7598,Stock Market Sees Moderate Growth,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7599,Local Community Center Opens New Wing,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
7600,You Won’t Believe What Politician Said,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7601,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
7602,New Study Reveals Benefits of Exercise,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
7603,Mayor Announces Infrastructure Plan,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7604,Scientists Map Human Genome Progress,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
7605,Celeb Scandals Hidden from You,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
7606,Miracle Cure for Diabetes Discovered,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
7607,New Study Reveals Benefits of Exercise,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7608,Local Community Center Opens New Wing,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
7609,Stock Market Sees Moderate Growth,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7610,Government Plans to Confiscate Guns,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7611,Celeb Scandals Hidden from You,Patricia Brown,This unbelievable event will change everything you know about the government...,1
7612,Local Community Center Opens New Wing,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7613,Miracle Cure for Diabetes Discovered,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7614,Celeb Scandals Hidden from You,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7615,Mayor Announces Infrastructure Plan,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7616,Scientists Map Human Genome Progress,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7617,Scientists Map Human Genome Progress,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7618,New Study Reveals Benefits of Exercise,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7619,Scientists Map Human Genome Progress,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
7620,Government Plans to Confiscate Guns,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7621,Scientists Map Human Genome Progress,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
7622,Local Community Center Opens New Wing,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
7623,Miracle Cure for Diabetes Discovered,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7624,Celeb Scandals Hidden from You,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7625,Scientists Map Human Genome Progress,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
7626,Mayor Announces Infrastructure Plan,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7627,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7628,Shocking Health Secret Exposed,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7629,Mayor Announces Infrastructure Plan,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7630,Celeb Scandals Hidden from You,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7631,Local Community Center Opens New Wing,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7632,Local Community Center Opens New Wing,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
7633,Celeb Scandals Hidden from You,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
7634,Scientists Map Human Genome Progress,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7635,You Won’t Believe What Politician Said,Alex Johnson,This unbelievable event will change everything you know about the government...,1
7636,Stock Market Sees Moderate Growth,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
7637,Miracle Cure for Diabetes Discovered,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
7638,Scientists Map Human Genome Progress,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
7639,Miracle Cure for Diabetes Discovered,Unknown,This unbelievable event will change everything you know about the government...,1
7640,Scientists Map Human Genome Progress,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
7641,Local Community Center Opens New Wing,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7642,Government Plans to Confiscate Guns,Jane Doe,This unbelievable event will change everything you know about the government...,1
7643,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
7644,You Won’t Believe What Politician Said,Unknown,This unbelievable event will change everything you know about the government...,1
7645,Shocking Health Secret Exposed,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7646,You Won’t Believe What Politician Said,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7647,You Won’t Believe What Politician Said,Jane Doe,This unbelievable event will change everything you know about the government...,1
7648,Stock Market Sees Moderate Growth,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
7649,Stock Market Sees Moderate Growth,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
7650,Shocking Health Secret Exposed,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
7651,Mayor Announces Infrastructure Plan,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7652,Local Community Center Opens New Wing,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
7653,You Won’t Believe What Politician Said,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7654,New Study Reveals Benefits of Exercise,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7655,Scientists Map Human Genome Progress,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7656,Stock Market Sees Moderate Growth,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
7657,Shocking Health Secret Exposed,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7658,Government Plans to Confiscate Guns,Sam Lee,This unbelievable event will change everything you know about the government...,1
7659,You Won’t Believe What Politician Said,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
7660,Scientists Map Human Genome Progress,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7661,Miracle Cure for Diabetes Discovered,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
7662,Government Plans to Confiscate Guns,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7663,Miracle Cure for Diabetes Discovered,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
7664,New Study Reveals Benefits of Exercise,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7665,Miracle Cure for Diabetes Discovered,Sam Lee,This unbelievable event will change everything you know about the government...,1
7666,Scientists Map Human Genome Progress,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
7667,Mayor Announces Infrastructure Plan,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7668,New Study Reveals Benefits of Exercise,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7669,Shocking Health Secret Exposed,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7670,New Study Reveals Benefits of Exercise,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7671,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
7672,Government Plans to Confiscate Guns,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
7673,Stock Market Sees Moderate Growth,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7674,Shocking Health Secret Exposed,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
7675,You Won’t Believe What Politician Said,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7676,You Won’t Believe What Politician Said,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
7677,You Won’t Believe What Politician Said,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7678,New Study Reveals Benefits of Exercise,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7679,Stock Market Sees Moderate Growth,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7680,Miracle Cure for Diabetes Discovered,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7681,Stock Market Sees Moderate Growth,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
7682,Stock Market Sees Moderate Growth,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
7683,Miracle Cure for Diabetes Discovered,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7684,Miracle Cure for Diabetes Discovered,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7685,Miracle Cure for Diabetes Discovered,Alex Johnson,This unbelievable event will change everything you know about the government...,1
7686,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
7687,New Study Reveals Benefits of Exercise,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
7688,Celeb Scandals Hidden from You,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7689,Celeb Scandals Hidden from You,Patricia Brown,This unbelievable event will change everything you know about the government...,1
7690,Mayor Announces Infrastructure Plan,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
7691,Stock Market Sees Moderate Growth,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
7692,You Won’t Believe What Politician Said,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
7693,Stock Market Sees Moderate Growth,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7694,Government Plans to Confiscate Guns,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
7695,Mayor Announces Infrastructure Plan,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7696,Scientists Map Human Genome Progress,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7697,Scientists Map Human Genome Progress,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
7698,Scientists Map Human Genome Progress,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
7699,Local Community Center Opens New Wing,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7700,Shocking Health Secret Exposed,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
7701,Miracle Cure for Diabetes Discovered,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7702,Miracle Cure for Diabetes Discovered,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7703,Miracle Cure for Diabetes Discovered,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
7704,Mayor Announces Infrastructure Plan,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7705,Shocking Health Secret Exposed,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
7706,Celeb Scandals Hidden from You,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7707,Stock Market Sees Moderate Growth,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
7708,Stock Market Sees Moderate Growth,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
7709,Miracle Cure for Diabetes Discovered,Patricia Brown,This unbelievable event will change everything you know about the government...,1
7710,Miracle Cure for Diabetes Discovered,Alex Johnson,This unbelievable event will change everything you know about the government...,1
7711,Celeb Scandals Hidden from You,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7712,New Study Reveals Benefits of Exercise,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
7713,New Study Reveals Benefits of Exercise,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
7714,Miracle Cure for Diabetes Discovered,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7715,Shocking Health Secret Exposed,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
7716,You Won’t Believe What Politician Said,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
7717,New Study Reveals Benefits of Exercise,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
7718,Mayor Announces Infrastructure Plan,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
7719,Shocking Health Secret Exposed,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
7720,Stock Market Sees Moderate Growth,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7721,Government Plans to Confiscate Guns,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7722,You Won’t Believe What Politician Said,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7723,Miracle Cure for Diabetes Discovered,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
7724,You Won’t Believe What Politician Said,Sam Lee,This unbelievable event will change everything you know about the government...,1
7725,Shocking Health Secret Exposed,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
7726,Government Plans to Confiscate Guns,John Smith,This unbelievable event will change everything you know about the government...,1
7727,Mayor Announces Infrastructure Plan,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7728,Mayor Announces Infrastructure Plan,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7729,New Study Reveals Benefits of Exercise,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
7730,Government Plans to Confiscate Guns,Unknown,This unbelievable event will change everything you know about the government...,1
7731,You Won’t Believe What Politician Said,Jane Doe,This unbelievable event will change everything you know about the government...,1
7732,Celeb Scandals Hidden from You,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
7733,You Won’t Believe What Politician Said,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7734,Local Community Center Opens New Wing,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7735,Scientists Map Human Genome Progress,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
7736,Scientists Map Human Genome Progress,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
7737,New Study Reveals Benefits of Exercise,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7738,Mayor Announces Infrastructure Plan,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
7739,Mayor Announces Infrastructure Plan,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7740,Shocking Health Secret Exposed,John Smith,This unbelievable event will change everything you know about the government...,1
7741,Shocking Health Secret Exposed,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
7742,You Won’t Believe What Politician Said,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
7743,Government Plans to Confiscate Guns,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7744,Local Community Center Opens New Wing,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7745,Government Plans to Confiscate Guns,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
7746,Scientists Map Human Genome Progress,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
7747,Stock Market Sees Moderate Growth,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
7748,Mayor Announces Infrastructure Plan,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7749,Mayor Announces Infrastructure Plan,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7750,You Won’t Believe What Politician Said,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
7751,Government Plans to Confiscate Guns,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
7752,Miracle Cure for Diabetes Discovered,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
7753,New Study Reveals Benefits of Exercise,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7754,New Study Reveals Benefits of Exercise,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
7755,Scientists Map Human Genome Progress,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7756,Scientists Map Human Genome Progress,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
7757,Stock Market Sees Moderate Growth,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
7758,Local Community Center Opens New Wing,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
7759,Celeb Scandals Hidden from You,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
7760,New Study Reveals Benefits of Exercise,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
7761,Scientists Map Human Genome Progress,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7762,Scientists Map Human Genome Progress,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
7763,Local Community Center Opens New Wing,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
7764,Government Plans to Confiscate Guns,Alex Johnson,This unbelievable event will change everything you know about the government...,1
7765,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
7766,Stock Market Sees Moderate Growth,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
7767,Shocking Health Secret Exposed,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
7768,New Study Reveals Benefits of Exercise,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
